title,mission,env,all_steps,num_planned_steps,num_steps_completed,max_steps,failed_step,success_conds,passing_conds,success_rate,failed_conds,prompt_difficulty,final_output,plan
Cleaning tools on countertop,I want all utensils for sweeping and wiping where I prepare the food.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,True,6,6,9,,4,3,0.75,['Bin at countertop'],3,Success,"['Pick up the broom next to the cabinet_0', 'Place at the countertop_0', 'Pick up the dustpan inside the cabinet_0', 'Place at the countertop_0', 'Pick up the rag inside the cabinet_0', 'Place at the countertop_0']"
"Broom, blender on countertop",Put broom and blender on the countertop.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,True,4,4,5,,2,2,1.0,[],1,Success,"['Pick up the broom_0', 'Place at the countertop_0', 'Pick up the blender_0', 'Place at the countertop_0']"
"Broom, blender on countertop",Put all utensils that are not inside furniture on the countertop.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,True,8,8,5,,2,0,0.0,"['Broom at countertop', 'Blender at countertop']",2,Success,"['Pick up the casserole_0 inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the plate_0 inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the vegetable_oil_0 inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the apple_0 inside the electric_refrigerator_0', 'Place at the countertop_0']"
"Broom, blender on countertop",Pick up what shouldn't be on the floor and put on the countertop.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,True,14,14,5,,2,0,0.0,"['Broom at countertop', 'Blender at countertop']",3,Success,"['Pick up the soap_0 inside the cabinet_0', 'Place at the countertop_0', 'Pick up the rag_0 inside the cabinet_0', 'Place at the countertop_0', 'Pick up the dustpan_0 inside the cabinet_0', 'Place at the countertop_0', 'Pick up the casserole_0 inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the plate_0 inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the vegetable_oil_0 inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the apple_0 inside the electric_refrigerator_0', 'Place at the countertop_0']"
Empty fridge,"Remove the plate, casserole, apple, and vegetable oil from the fridge.",MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,False,8,2,9,Place at the countertop at the same location as the countertop_0,4,1,0.25,"['Casserole removed', 'Vegetable oil removed', 'Apple removed.']",1,No valid target,"['Pick up the plate inside the electric refrigerator', 'Place at the countertop at the same location as the countertop_0', 'Pick up the casserole inside the electric refrigerator', 'Place at the countertop at the same location as the countertop_0', 'Pick up the apple inside the electric refrigerator', 'Place at the countertop at the same location as the countertop_0', 'Pick up the vegetable oil inside the electric refrigerator', 'Place at the countertop at the same location as the countertop_0']"
Empty fridge,Remove all items from inside the fridge.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,True,8,8,9,,4,4,1.0,[],2,Success,"['Pick up the casserole_0 inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the plate_0 inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the vegetable_oil_0 inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the apple_0 inside the electric_refrigerator_0', 'Place at the countertop_0']"
Empty fridge,Clear out the fridge.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,False,8,2,9,Place at the bin at the same location as the electric refrigerator,4,1,0.25,"['Plate removed', 'Vegetable oil removed', 'Apple removed.']",3,Failed parsing,"['Pick up the casserole inside the electric refrigerator', 'Place at the bin at the same location as the electric refrigerator', 'Pick up the plate inside the electric refrigerator', 'Place at the bin at the same location as the electric refrigerator', 'Pick up the vegetable oil inside the electric refrigerator', 'Place at the bin at the same location as the electric refrigerator', 'Pick up the apple inside the electric refrigerator', 'Place at the bin at the same location as the electric refrigerator']"
"Swap contents of fridge, cabinet","Place the vegetable oil, plate, casserole, and apple on the countertop. Then place the soap, rag, and dustpan in the fridge. Then place the oil, plate, casserole, and apple in the cabinet.",MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,False,19,16,15,Place at the cabinet at the same location as the cabinet_0,7,3,0.42857142857142855,"['Plate swapped.', 'Casserole swapped.', 'Vegetable oil swapped', 'Apple swapped']",1,No valid target,"['Pick up the vegetable oil inside the electric refrigerator', 'Place at the countertop', 'Pick up the plate inside the electric refrigerator', 'Place at the countertop', 'Pick up the casserole inside the electric refrigerator', 'Place at the countertop', 'Pick up the apple inside the electric refrigerator', 'Place at the countertop', 'Pick up the soap inside the cabinet', 'Place at the electric refrigerator', 'Pick up the rag inside the cabinet', 'Place at the electric refrigerator', 'Pick up the dustpan inside the cabinet', 'Place at the electric refrigerator', 'Pick up the vegetable oil on the countertop', 'Place at the cabinet at the same location as the cabinet_0', 'Pick up the plate on the countertop', 'Place at the cabinet at the same location as the cabinet_0', 'Pick up the casserole on the countertop']"
"Swap contents of fridge, cabinet","Place all the contents of the fridge on the countertop, then all contents of the cabinet in the fridge, and then the items from the countertop in the cabinet.",MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,True,16,16,15,,7,4,0.5714285714285714,"['Plate swapped.', 'Vegetable oil swapped', 'Apple swapped']",2,Success,"['Pick up the casserole_0 inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the plate_0 inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the vegetable_oil_0 inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the apple_0 inside the electric_refrigerator_0', 'Place at the countertop_0', 'Pick up the soap_0 inside the cabinet_0', 'Place at the electric_refrigerator_0', 'Pick up the rag_0 inside the cabinet_0', 'Place at the electric_refrigerator_0', 'Pick up the dustpan_0 inside the cabinet_0', 'Place at the electric_refrigerator_0', 'Pick up the casserole_0 on the countertop_0', 'Place at the cabinet_0']"
"Swap contents of fridge, cabinet",Swap the contents of the fridge and the cabinet.,MiniGrid-CleaningUpTheKitchenOnly-16x16-N2-v0,True,14,14,15,,7,7,1.0,[],3,Success,"['Pick up the casserole_0 inside the electric_refrigerator_0', 'Place at the cabinet_0', 'Pick up the plate_0 inside the electric_refrigerator_0', 'Place at the cabinet_0', 'Pick up the vegetable_oil_0 inside the electric_refrigerator_0', 'Place at the cabinet_0', 'Pick up the apple_0 inside the electric_refrigerator_0', 'Place at the cabinet_0', 'Pick up the soap_0 inside the cabinet_0', 'Place at the electric_refrigerator_0', 'Pick up the rag_0 inside the cabinet_0', 'Place at the electric_refrigerator_0', 'Pick up the dustpan_0 inside the cabinet_0', 'Place at the electric_refrigerator_0']"
Necklace on table,Place the necklace on the table.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,True,2,2,3,,1,1,1.0,[],1,Success,"['Pick up the necklace_0', 'Place at the table_0']"
Necklace on table,Put any jewelry on the table.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,True,2,2,3,,1,1,1.0,[],2,Success,"['Pick up the white necklace next to the cabinet', 'Place at the table at the same location as the notebook']"
Necklace on table,Jewelry shouldn't be on the floor!,MiniGrid-CollectMisplacedItems-16x16-N2-v0,True,1,1,3,,1,0,0.0,['Necklace on table'],3,Success,['Pick up the white necklace next to the cabinet_0']
Socks in cabinet,Place both socks in the cabinet,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,4,2,5,Place at cabinet_0,2,0,0.0,"['Sock_1 in cabinet', 'Sock_0 in cabinet']",1,Couldn't be reached,"['Pick up sock_0', 'Place at cabinet_0', 'Pick up sock_1', 'Place at cabinet_0']"
Socks in cabinet,Place any clothing items in the cabinet.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,6,4,5,Place at the cabinet_0,2,0,0.0,"['Sock_1 in cabinet', 'Sock_0 in cabinet']",2,Couldn't be reached,"['Pick up the gym_shoe_0', 'Place at the cabinet_0', 'Pick up the sock_0', 'Place at the cabinet_0', 'Pick up the sock_1', 'Place at the cabinet_0']"
Socks in cabinet,Clean up the clothing items.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,True,6,6,5,,2,0,0.0,"['Sock_1 in cabinet', 'Sock_0 in cabinet']",3,Success,"['Pick up the white gym_shoe_0 on top of the cabinet_0', 'Place at the cabinet_0', 'Pick up the white sock_0 on top of the sofa_0', 'Place at the sofa_0', 'Pick up the white sock_1 in front of the robot', 'Place at the table_0']"
Prepare gym clothing,Place both socks and the gym shoes on a table.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,6,1,9,Pick up sock_0 from the sofa_0,4,0,0.0,"['Sock_1 on table', 'Sock_0 on table', 'Shoes on table', 'All at same location']",1,Failed parsing,"['Pick up sock_0 from the sofa_0', 'Place at the table_0', 'Pick up sock_1 in front of the robot', 'Place at the table_0', 'Pick up gym_shoe_0 from the cabinet_0', 'Place at the table_0']"
Prepare gym clothing,Place the gym clothing on a table.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,True,6,6,9,,4,3,0.75,['All at same location'],2,Success,"['Pick up the gym_shoe_0', 'Place at the table_0', 'Pick up the sock_0', 'Place at the table_0', 'Pick up the sock_1', 'Place at the table_0']"
Prepare gym clothing,Prepare my gym clothing where I can easily reach it!,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,4,2,9,Place at the table at the same location as the table_0,4,0,0.0,"['Sock_1 on table', 'Sock_0 on table', 'Shoes on table', 'All at same location']",3,Failed parsing,"['Pick up the white gym shoe at the same location as the cabinet_0', 'Place at the table at the same location as the table_0', 'Pick up the white sock in front of the robot', 'Place at the table at the same location as the table_0']"
Notebook on couch table,Place the notebook on the table next to the sofa,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,2,2,3,Place at the table next to the sofa,1,0,0.0,['Journal on table'],1,Failed parsing,"['Pick up the notebook under the table', 'Place at the table next to the sofa']"
Notebook on couch table,Place the journal on the table next to the sofa,MiniGrid-CollectMisplacedItems-16x16-N2-v0,True,1,1,3,,1,0,0.0,['Journal on table'],2,Success,['Pick up the notebook_0 under the table_1']
Notebook on couch table,Put the journal on the couch table,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,2,2,3,Place at the table_0 next to the sofa_0,1,0,0.0,['Journal on table'],3,Failed parsing,"['Pick up the notebook_0 under the table_1', 'Place at the table_0 next to the sofa_0']"
Everything in cabinet,"Place the socks, the necklace, and the notebook in the cabinet",MiniGrid-CollectMisplacedItems-16x16-N2-v0,True,8,8,9,,4,4,1.0,[],1,Success,"['Pick up sock_0', 'Place at the cabinet_0', 'Pick up sock_1', 'Place at the cabinet_0', 'Pick up the necklace_0', 'Place at the cabinet_0', 'Pick up the notebook_0', 'Place at the cabinet_0']"
Everything in cabinet,Place all items in the cabinet.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,True,10,10,9,,4,4,1.0,[],2,Success,"['Pick up the gym_shoe_0', 'Place at the cabinet_0', 'Pick up the necklace_0', 'Place at the cabinet_0', 'Pick up the notebook_0', 'Place at the cabinet_0', 'Pick up the sock_0', 'Place at the cabinet_0', 'Pick up the sock_1', 'Place at the cabinet_0']"
Everything in cabinet,Hide everything that's lying around.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,True,10,10,9,,4,1,0.25,"['Sock_1 in cabinet', 'Sock_0 in cabinet', 'Notebook in cabinet']",3,Success,"['Pick up the gym_shoe_0', 'Place at the cabinet_0', 'Pick up the necklace_0', 'Place at the cabinet_0', 'Pick up the notebook_0', 'Place at the table_1', 'Pick up the sock_0', 'Place at the sofa_0', 'Pick up the sock_1', 'Place at the table_0']"
Everything in cabinet,"Place the socks, the necklace, and the notebook in the cabinet",MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,8,4,9,Place at the cabinet_0,4,1,0.25,"['Sock_1 in cabinet', 'Necklace in cabinet', 'Notebook in cabinet']",1,Couldn't be reached,"['Pick up sock_0', 'Place at the cabinet_0', 'Pick up sock_1', 'Place at the cabinet_0', 'Pick up necklace_0', 'Place at the cabinet_0', 'Pick up notebook_0', 'Place at the cabinet_0']"
Everything in cabinet,Place all items in the cabinet.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,True,10,10,9,,4,4,1.0,[],2,Success,"['Pick up the gym_shoe_0', 'Place at the cabinet_0', 'Pick up the necklace_0', 'Place at the cabinet_0', 'Pick up the notebook_0', 'Place at the cabinet_0', 'Pick up the sock_0', 'Place at the cabinet_0', 'Pick up the sock_1', 'Place at the cabinet_0']"
Everything in cabinet,Hide everything that's lying around.,MiniGrid-CollectMisplacedItems-16x16-N2-v0,False,10,2,9,Place at the cabinet_0,4,0,0.0,"['Sock_1 in cabinet', 'Sock_0 in cabinet', 'Necklace in cabinet', 'Notebook in cabinet']",3,Couldn't be reached,"['Pick up the gym_shoe_0', 'Place at the cabinet_0', 'Pick up the necklace_0', 'Place at the cabinet_0', 'Pick up the notebook_0', 'Place at the table_1', 'Pick up the sock_0', 'Place at the sofa_0', 'Pick up the sock_1', 'Place at the table_0']"
Marker on table,Put the marker on the table,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,True,2,2,3,,1,1,1.0,[],1,Success,"['Pick up the white marker_0', 'Place at the table_0']"
Marker on table,Put the Highlighter on the table,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,True,2,2,3,,1,1,1.0,[],2,Success,"['Pick up the white marker_0', 'Place at the table_0 at the same location as document_0']"
Marker on table,Put the Highlighter on the desk,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,True,2,2,3,,1,1,1.0,[],3,Success,"['Pick up the white marker_0', 'Place at the table_0']"
Documents in cabinet,Put the documents on the table in the cabinet,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,4,1,5,Pick up document_0 from the table,2,1,0.5,['Document_0 in cabinet'],1,Failed parsing,"['Pick up document_0 from the table', 'Place at the cabinet_0', 'Pick up document_2 from the table', 'Place at the cabinet_0']"
Documents in cabinet,All documents should be in the cabinet,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,True,4,4,5,,2,2,1.0,[],2,Success,"['Pick up document_0', 'Place at the cabinet_0', 'Pick up document_2', 'Place at the cabinet_0']"
Documents in cabinet,Put away the documents,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,True,8,8,5,,2,2,1.0,[],3,Success,"['Pick up document_0', 'Place at the cabinet_0', 'Pick up document_1', 'Place at the cabinet_0', 'Pick up document_2', 'Place at the cabinet_0', 'Pick up document_3', 'Place at the cabinet_0']"
All office supplies on table,"Place the documents from the cabinet, the marker, and the folder on the floor on the table",MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,8,3,9,Pick up document_3 from the cabinet_0,4,1,0.25,"['Document_3 on table', 'Document_1 on table', 'Marker on table']",1,Failed parsing,"['Pick up document_1 from the cabinet_0', 'Place at the table_0', 'Pick up document_3 from the cabinet_0', 'Place at the table_0', 'Pick up marker_0 from the chair_0', 'Place at the table_0', 'Pick up folder_1 from the floor', 'Place at the table_0']"
All office supplies on table,Put all office supplies on the table,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,True,8,8,9,,4,4,1.0,[],2,Success,"['Pick up the marker_0', 'Place at the table_0', 'Pick up the document_1', 'Place at the table_0', 'Pick up the document_3', 'Place at the table_0', 'Pick up the folder_1', 'Place at the table_0']"
All office supplies on table,Put all office supplies where they are easy to work with,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,True,14,14,9,,4,4,1.0,[],3,Success,"['Pick up the marker_0', 'Place at the table_0', 'Pick up the document_0', 'Place at the table_0', 'Pick up the document_2', 'Place at the table_0', 'Pick up the document_1', 'Place at the table_0', 'Pick up the document_3', 'Place at the table_0', 'Pick up the folder_0', 'Place at the table_0', 'Pick up the folder_1', 'Place at the table_0']"
Swap chair and cabinet contents,Place the marker in the cabinet and the documents from the cabinet on the chair.,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,6,1,7,Pick up the white marker_0 on the chair_0,3,0,0.0,"['Document_3 on chair', 'Document_1 on chair', 'Marker in cabinet']",1,Failed parsing,"['Pick up the white marker_0 on the chair_0', 'Place at the cabinet_0', 'Pick up the white document_1 on the cabinet_0', 'Place at the chair_0', 'Pick up the white document_3 on the cabinet_0', 'Place at the chair_0']"
Swap chair and cabinet contents,Place what's on the chair into the cabinet and the contents of the cabinet on the chair,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,6,1,7,Pick up the white marker_0 from the chair_0,3,0,0.0,"['Document_3 on chair', 'Document_1 on chair', 'Marker in cabinet']",2,Failed parsing,"['Pick up the white marker_0 from the chair_0', 'Place at the cabinet_0', 'Pick up the white document_1 from the cabinet_0', 'Place at the chair_0', 'Pick up the white document_3 from the cabinet_0', 'Place at the chair_0']"
Swap chair and cabinet contents,Swap the contents of chair and cabinet,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,6,1,7,Pick up the white marker_0 on the chair_0,3,0,0.0,"['Document_3 on chair', 'Document_1 on chair', 'Marker in cabinet']",3,Failed parsing,"['Pick up the white marker_0 on the chair_0', 'Place at the cabinet_0', 'Pick up the white document_1 on the cabinet_0', 'Place at the chair_0', 'Pick up the white document_3 on the cabinet_0', 'Place at the chair_0']"
Organize file cabinet,"Place the marker on the table, the documents and folders in the cabinet.",MiniGrid-OrganizingFileCabinet-16x16-N2-v0,True,14,14,11,,5,5,1.0,[],1,Success,"['Pick up the white marker_0', 'Place at the table_0', 'Pick up the white document_0', 'Place at the cabinet_0', 'Pick up the white document_2', 'Place at the cabinet_0', 'Pick up the white folder_0', 'Place at the cabinet_0', 'Pick up the white document_1', 'Place at the cabinet_0', 'Pick up the white document_3', 'Place at the cabinet_0', 'Pick up the white folder_1', 'Place at the cabinet_0']"
Organize file cabinet,Place writing utensils on the table and papers in the cabinet,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,True,10,10,11,,5,3,0.6,"['Folder_0 in cabinet', 'Folder_1 in cabinet']",2,Success,"['Pick up the white marker_0', 'Place at the table_0', 'Pick up the white document_0', 'Place at the cabinet_0', 'Pick up the white document_2', 'Place at the cabinet_0', 'Pick up the white document_1', 'Place at the cabinet_0', 'Pick up the white document_3', 'Place at the cabinet_0']"
Organize file cabinet,Organize the room,MiniGrid-OrganizingFileCabinet-16x16-N2-v0,False,12,4,11,Place at the folder_0,5,1,0.2,"['Document_0 in cabinet', 'Document_2 in cabinet', 'Folder_0 in cabinet', 'Folder_1 in cabinet']",3,Failed parsing,"['Pick up the marker_0', 'Place at the table_0', 'Pick up the document_0', 'Place at the folder_0', 'Pick up the document_2', 'Place at the folder_0', 'Pick up the document_1', 'Place at the table_0', 'Pick up the document_3', 'Place at the table_0', 'Pick up the folder_1', 'Place at the table_0']"
